            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458048.666666667, A.D. 2017-Oct-22 04:00:00.0000,  4.281267709391680E+09, -1.317320717561487E+09, -7.153828834392911E+07,
2458048.708333333, A.D. 2017-Oct-22 05:00:00.0000,  4.281273333208389E+09, -1.317301899447175E+09, -7.153880507714212E+07,
2458048.750000000, A.D. 2017-Oct-22 06:00:00.0000,  4.281278956951084E+09, -1.317283081311439E+09, -7.153932181881452E+07,
2458048.791666667, A.D. 2017-Oct-22 07:00:00.0000,  4.281284580619784E+09, -1.317264263154251E+09, -7.153983856893605E+07,
2458048.833333333, A.D. 2017-Oct-22 08:00:00.0000,  4.281290204214509E+09, -1.317245444975583E+09, -7.154035532749557E+07,
2458048.875000000, A.D. 2017-Oct-22 09:00:00.0000,  4.281295827735278E+09, -1.317226626775407E+09, -7.154087209448266E+07,
2458048.916666667, A.D. 2017-Oct-22 10:00:00.0000,  4.281301451182111E+09, -1.317207808553695E+09, -7.154138886988640E+07,
2458048.958333333, A.D. 2017-Oct-22 11:00:00.0000,  4.281307074555027E+09, -1.317188990310419E+09, -7.154190565369630E+07,
2458049.000000000, A.D. 2017-Oct-22 12:00:00.0000,  4.281312697854047E+09, -1.317170172045550E+09, -7.154242244590139E+07,
2458049.041666667, A.D. 2017-Oct-22 13:00:00.0000,  4.281318321079190E+09, -1.317151353759061E+09, -7.154293924649125E+07,
2458049.083333333, A.D. 2017-Oct-22 14:00:00.0000,  4.281323944230475E+09, -1.317132535450923E+09, -7.154345605545521E+07,
2458049.125000000, A.D. 2017-Oct-22 15:00:00.0000,  4.281329567307922E+09, -1.317113717121110E+09, -7.154397287278235E+07,
2458049.166666667, A.D. 2017-Oct-22 16:00:00.0000,  4.281335190311550E+09, -1.317094898769592E+09, -7.154448969846189E+07,
2458049.208333333, A.D. 2017-Oct-22 17:00:00.0000,  4.281340813241379E+09, -1.317076080396342E+09, -7.154500653248340E+07,
2458049.250000000, A.D. 2017-Oct-22 18:00:00.0000,  4.281346436097429E+09, -1.317057262001331E+09, -7.154552337483615E+07,
2458049.291666667, A.D. 2017-Oct-22 19:00:00.0000,  4.281352058879719E+09, -1.317038443584532E+09, -7.154604022550923E+07,
2458049.333333333, A.D. 2017-Oct-22 20:00:00.0000,  4.281357681588268E+09, -1.317019625145916E+09, -7.154655708449221E+07,
2458049.375000000, A.D. 2017-Oct-22 21:00:00.0000,  4.281363304223097E+09, -1.317000806685457E+09, -7.154707395177400E+07,
2458049.416666667, A.D. 2017-Oct-22 22:00:00.0000,  4.281368926784225E+09, -1.316981988203124E+09, -7.154759082734448E+07,
2458049.458333333, A.D. 2017-Oct-22 23:00:00.0000,  4.281374549271671E+09, -1.316963169698891E+09, -7.154810771119237E+07,
2458049.500000000, A.D. 2017-Oct-23 00:00:00.0000,  4.281380171685455E+09, -1.316944351172730E+09, -7.154862460330737E+07,
2458049.541666667, A.D. 2017-Oct-23 01:00:00.0000,  4.281385794025597E+09, -1.316925532624612E+09, -7.154914150367838E+07,
2458049.583333333, A.D. 2017-Oct-23 02:00:00.0000,  4.281391416292115E+09, -1.316906714054509E+09, -7.154965841229522E+07,
2458049.625000000, A.D. 2017-Oct-23 03:00:00.0000,  4.281397038485031E+09, -1.316887895462394E+09, -7.155017532914674E+07,
2458049.666666667, A.D. 2017-Oct-23 04:00:00.0000,  4.281402660604363E+09, -1.316869076848238E+09, -7.155069225422257E+07,
2458049.708333333, A.D. 2017-Oct-23 05:00:00.0000,  4.281408282650130E+09, -1.316850258212014E+09, -7.155120918751180E+07,
2458049.750000000, A.D. 2017-Oct-23 06:00:00.0000,  4.281413904622353E+09, -1.316831439553693E+09, -7.155172612900382E+07,
2458049.791666667, A.D. 2017-Oct-23 07:00:00.0000,  4.281419526521051E+09, -1.316812620873247E+09, -7.155224307868773E+07,
2458049.833333333, A.D. 2017-Oct-23 08:00:00.0000,  4.281425148346243E+09, -1.316793802170649E+09, -7.155276003655314E+07,
2458049.875000000, A.D. 2017-Oct-23 09:00:00.0000,  4.281430770097950E+09, -1.316774983445869E+09, -7.155327700258934E+07,
2458049.916666667, A.D. 2017-Oct-23 10:00:00.0000,  4.281436391776190E+09, -1.316756164698882E+09, -7.155379397678536E+07,
2458049.958333333, A.D. 2017-Oct-23 11:00:00.0000,  4.281442013380983E+09, -1.316737345929657E+09, -7.155431095913059E+07,
2458050.000000000, A.D. 2017-Oct-23 12:00:00.0000,  4.281447634912349E+09, -1.316718527138167E+09, -7.155482794961429E+07,
2458050.041666667, A.D. 2017-Oct-23 13:00:00.0000,  4.281453256370308E+09, -1.316699708324385E+09, -7.155534494822615E+07,
2458050.083333333, A.D. 2017-Oct-23 14:00:00.0000,  4.281458877754879E+09, -1.316680889488282E+09, -7.155586195495486E+07,
2458050.125000000, A.D. 2017-Oct-23 15:00:00.0000,  4.281464499066081E+09, -1.316662070629830E+09, -7.155637896979028E+07,
2458050.166666667, A.D. 2017-Oct-23 16:00:00.0000,  4.281470120303934E+09, -1.316643251749001E+09, -7.155689599272114E+07,
2458050.208333333, A.D. 2017-Oct-23 17:00:00.0000,  4.281475741468457E+09, -1.316624432845767E+09, -7.155741302373749E+07,
2458050.250000000, A.D. 2017-Oct-23 18:00:00.0000,  4.281481362559671E+09, -1.316605613920100E+09, -7.155793006282800E+07,
2458050.291666667, A.D. 2017-Oct-23 19:00:00.0000,  4.281486983577595E+09, -1.316586794971972E+09, -7.155844710998201E+07,
2458050.333333333, A.D. 2017-Oct-23 20:00:00.0000,  4.281492604522249E+09, -1.316567976001355E+09, -7.155896416518915E+07,
2458050.375000000, A.D. 2017-Oct-23 21:00:00.0000,  4.281498225393651E+09, -1.316549157008221E+09, -7.155948122843850E+07,
2458050.416666667, A.D. 2017-Oct-23 22:00:00.0000,  4.281503846191822E+09, -1.316530337992542E+09, -7.155999829971933E+07,
2458050.458333333, A.D. 2017-Oct-23 23:00:00.0000,  4.281509466916780E+09, -1.316511518954290E+09, -7.156051537902093E+07,
2458050.500000000, A.D. 2017-Oct-24 00:00:00.0000,  4.281515087568546E+09, -1.316492699893437E+09, -7.156103246633303E+07,
2458050.541666667, A.D. 2017-Oct-24 01:00:00.0000,  4.281520708147140E+09, -1.316473880809955E+09, -7.156154956164449E+07,
2458050.583333333, A.D. 2017-Oct-24 02:00:00.0000,  4.281526328652580E+09, -1.316455061703816E+09, -7.156206666494459E+07,
2458050.625000000, A.D. 2017-Oct-24 03:00:00.0000,  4.281531949084887E+09, -1.316436242574991E+09, -7.156258377622265E+07,
2458050.666666667, A.D. 2017-Oct-24 04:00:00.0000,  4.281537569444079E+09, -1.316417423423454E+09, -7.156310089546818E+07,
2458050.708333333, A.D. 2017-Oct-24 05:00:00.0000,  4.281543189730177E+09, -1.316398604249175E+09, -7.156361802267051E+07,
2458050.750000000, A.D. 2017-Oct-24 06:00:00.0000,  4.281548809943201E+09, -1.316379785052126E+09, -7.156413515781850E+07,
2458050.791666667, A.D. 2017-Oct-24 07:00:00.0000,  4.281554430083168E+09, -1.316360965832281E+09, -7.156465230090189E+07,
2458050.833333333, A.D. 2017-Oct-24 08:00:00.0000,  4.281560050150100E+09, -1.316342146589610E+09, -7.156516945190996E+07,
2458050.875000000, A.D. 2017-Oct-24 09:00:00.0000,  4.281565670144016E+09, -1.316323327324086E+09, -7.156568661083180E+07,
2458050.916666667, A.D. 2017-Oct-24 10:00:00.0000,  4.281571290064934E+09, -1.316304508035681E+09, -7.156620377765667E+07,
2458050.958333333, A.D. 2017-Oct-24 11:00:00.0000,  4.281576909912877E+09, -1.316285688724366E+09, -7.156672095237410E+07,
2458051.000000000, A.D. 2017-Oct-24 12:00:00.0000,  4.281582529687860E+09, -1.316266869390114E+09, -7.156723813497311E+07,
2458051.041666667, A.D. 2017-Oct-24 13:00:00.0000,  4.281588149389907E+09, -1.316248050032897E+09, -7.156775532544333E+07,
2458051.083333333, A.D. 2017-Oct-24 14:00:00.0000,  4.281593769019035E+09, -1.316229230652686E+09, -7.156827252377391E+07,
2458051.125000000, A.D. 2017-Oct-24 15:00:00.0000,  4.281599388575264E+09, -1.316210411249453E+09, -7.156878972995406E+07,
2458051.166666667, A.D. 2017-Oct-24 16:00:00.0000,  4.281605008058614E+09, -1.316191591823171E+09, -7.156930694397330E+07,
2458051.208333333, A.D. 2017-Oct-24 17:00:00.0000,  4.281610627469104E+09, -1.316172772373812E+09, -7.156982416582078E+07,
2458051.250000000, A.D. 2017-Oct-24 18:00:00.0000,  4.281616246806754E+09, -1.316153952901347E+09, -7.157034139548564E+07,
2458051.291666667, A.D. 2017-Oct-24 19:00:00.0000,  4.281621866071584E+09, -1.316135133405749E+09, -7.157085863295776E+07,
2458051.333333333, A.D. 2017-Oct-24 20:00:00.0000,  4.281627485263613E+09, -1.316116313886989E+09, -7.157137587822556E+07,
2458051.375000000, A.D. 2017-Oct-24 21:00:00.0000,  4.281633104382860E+09, -1.316097494345039E+09, -7.157189313127899E+07,
2458051.416666667, A.D. 2017-Oct-24 22:00:00.0000,  4.281638723429345E+09, -1.316078674779872E+09, -7.157241039210707E+07,
2458051.458333333, A.D. 2017-Oct-24 23:00:00.0000,  4.281644342403088E+09, -1.316059855191459E+09, -7.157292766069931E+07,
2458051.500000000, A.D. 2017-Oct-25 00:00:00.0000,  4.281649961304109E+09, -1.316041035579772E+09, -7.157344493704492E+07,
2458051.541666667, A.D. 2017-Oct-25 01:00:00.0000,  4.281655580132426E+09, -1.316022215944784E+09, -7.157396222113299E+07,
2458051.583333333, A.D. 2017-Oct-25 02:00:00.0000,  4.281661198888060E+09, -1.316003396286467E+09, -7.157447951295328E+07,
2458051.625000000, A.D. 2017-Oct-25 03:00:00.0000,  4.281666817571029E+09, -1.315984576604791E+09, -7.157499681249487E+07,
2458051.666666667, A.D. 2017-Oct-25 04:00:00.0000,  4.281672436181355E+09, -1.315965756899729E+09, -7.157551411974669E+07,
2458051.708333333, A.D. 2017-Oct-25 05:00:00.0000,  4.281678054719055E+09, -1.315946937171254E+09, -7.157603143469858E+07,
2458051.750000000, A.D. 2017-Oct-25 06:00:00.0000,  4.281683673184150E+09, -1.315928117419337E+09, -7.157654875733966E+07,
2458051.791666667, A.D. 2017-Oct-25 07:00:00.0000,  4.281689291576659E+09, -1.315909297643950E+09, -7.157706608765900E+07,
2458051.833333333, A.D. 2017-Oct-25 08:00:00.0000,  4.281694909896603E+09, -1.315890477845066E+09, -7.157758342564619E+07,
2458051.875000000, A.D. 2017-Oct-25 09:00:00.0000,  4.281700528143999E+09, -1.315871658022655E+09, -7.157810077129042E+07,
2458051.916666667, A.D. 2017-Oct-25 10:00:00.0000,  4.281706146318869E+09, -1.315852838176691E+09, -7.157861812458092E+07,
2458051.958333333, A.D. 2017-Oct-25 11:00:00.0000,  4.281711764421231E+09, -1.315834018307144E+09, -7.157913548550719E+07,
2458052.000000000, A.D. 2017-Oct-25 12:00:00.0000,  4.281717382451106E+09, -1.315815198413988E+09, -7.157965285405838E+07,
2458052.041666667, A.D. 2017-Oct-25 13:00:00.0000,  4.281723000408512E+09, -1.315796378497193E+09, -7.158017023022383E+07,
2458052.083333333, A.D. 2017-Oct-25 14:00:00.0000,  4.281728618293469E+09, -1.315777558556733E+09, -7.158068761399275E+07,
2458052.125000000, A.D. 2017-Oct-25 15:00:00.0000,  4.281734236105998E+09, -1.315758738592578E+09, -7.158120500535464E+07,
2458052.166666667, A.D. 2017-Oct-25 16:00:00.0000,  4.281739853846116E+09, -1.315739918604702E+09, -7.158172240429854E+07,
2458052.208333333, A.D. 2017-Oct-25 17:00:00.0000,  4.281745471513844E+09, -1.315721098593076E+09, -7.158223981081396E+07,
2458052.250000000, A.D. 2017-Oct-25 18:00:00.0000,  4.281751089109202E+09, -1.315702278557671E+09, -7.158275722489017E+07,
2458052.291666667, A.D. 2017-Oct-25 19:00:00.0000,  4.281756706632210E+09, -1.315683458498460E+09, -7.158327464651632E+07,
2458052.333333333, A.D. 2017-Oct-25 20:00:00.0000,  4.281762324082886E+09, -1.315664638415415E+09, -7.158379207568181E+07,
2458052.375000000, A.D. 2017-Oct-25 21:00:00.0000,  4.281767941461250E+09, -1.315645818308508E+09, -7.158430951237601E+07,
2458052.416666667, A.D. 2017-Oct-25 22:00:00.0000,  4.281773558767322E+09, -1.315626998177711E+09, -7.158482695658821E+07,
2458052.458333333, A.D. 2017-Oct-25 23:00:00.0000,  4.281779176001121E+09, -1.315608178022996E+09, -7.158534440830773E+07,
2458052.500000000, A.D. 2017-Oct-26 00:00:00.0000,  4.281784793162667E+09, -1.315589357844334E+09, -7.158586186752361E+07,
2458052.541666667, A.D. 2017-Oct-26 01:00:00.0000,  4.281790410251980E+09, -1.315570537641698E+09, -7.158637933422542E+07,
2458052.583333333, A.D. 2017-Oct-26 02:00:00.0000,  4.281796027269079E+09, -1.315551717415060E+09, -7.158689680840230E+07,
2458052.625000000, A.D. 2017-Oct-26 03:00:00.0000,  4.281801644213984E+09, -1.315532897164391E+09, -7.158741429004365E+07,
2458052.666666667, A.D. 2017-Oct-26 04:00:00.0000,  4.281807261086714E+09, -1.315514076889664E+09, -7.158793177913886E+07,
2458052.708333333, A.D. 2017-Oct-26 05:00:00.0000,  4.281812877887288E+09, -1.315495256590851E+09, -7.158844927567703E+07,
2458052.750000000, A.D. 2017-Oct-26 06:00:00.0000,  4.281818494615727E+09, -1.315476436267924E+09, -7.158896677964747E+07,
2458052.791666667, A.D. 2017-Oct-26 07:00:00.0000,  4.281824111272050E+09, -1.315457615920853E+09, -7.158948429103965E+07,
2458052.833333333, A.D. 2017-Oct-26 08:00:00.0000,  4.281829727856277E+09, -1.315438795549613E+09, -7.159000180984277E+07,
2458052.875000000, A.D. 2017-Oct-26 09:00:00.0000,  4.281835344368427E+09, -1.315419975154174E+09, -7.159051933604622E+07,
2458052.916666667, A.D. 2017-Oct-26 10:00:00.0000,  4.281840960808519E+09, -1.315401154734509E+09, -7.159103686963916E+07,
2458052.958333333, A.D. 2017-Oct-26 11:00:00.0000,  4.281846577176574E+09, -1.315382334290589E+09, -7.159155441061085E+07,
2458053.000000000, A.D. 2017-Oct-26 12:00:00.0000,  4.281852193472610E+09, -1.315363513822386E+09, -7.159207195895064E+07,
2458053.041666667, A.D. 2017-Oct-26 13:00:00.0000,  4.281857809696648E+09, -1.315344693329873E+09, -7.159258951464802E+07,
2458053.083333333, A.D. 2017-Oct-26 14:00:00.0000,  4.281863425848706E+09, -1.315325872813022E+09, -7.159310707769215E+07,
2458053.125000000, A.D. 2017-Oct-26 15:00:00.0000,  4.281869041928805E+09, -1.315307052271804E+09, -7.159362464807230E+07,
2458053.166666667, A.D. 2017-Oct-26 16:00:00.0000,  4.281874657936964E+09, -1.315288231706191E+09, -7.159414222577775E+07,
2458053.208333333, A.D. 2017-Oct-26 17:00:00.0000,  4.281880273873203E+09, -1.315269411116156E+09, -7.159465981079769E+07,
2458053.250000000, A.D. 2017-Oct-26 18:00:00.0000,  4.281885889737541E+09, -1.315250590501669E+09, -7.159517740312183E+07,
2458053.291666667, A.D. 2017-Oct-26 19:00:00.0000,  4.281891505529997E+09, -1.315231769862705E+09, -7.159569500273907E+07,
2458053.333333333, A.D. 2017-Oct-26 20:00:00.0000,  4.281897121250593E+09, -1.315212949199233E+09, -7.159621260963899E+07,
2458053.375000000, A.D. 2017-Oct-26 21:00:00.0000,  4.281902736899346E+09, -1.315194128511227E+09, -7.159673022381073E+07,
2458053.416666667, A.D. 2017-Oct-26 22:00:00.0000,  4.281908352476276E+09, -1.315175307798658E+09, -7.159724784524351E+07,
2458053.458333333, A.D. 2017-Oct-26 23:00:00.0000,  4.281913967981404E+09, -1.315156487061498E+09, -7.159776547392672E+07,
2458053.500000000, A.D. 2017-Oct-27 00:00:00.0000,  4.281919583414748E+09, -1.315137666299720E+09, -7.159828310984969E+07,
2458053.541666667, A.D. 2017-Oct-27 01:00:00.0000,  4.281925198776329E+09, -1.315118845513294E+09, -7.159880075300181E+07,
2458053.583333333, A.D. 2017-Oct-27 02:00:00.0000,  4.281930814066165E+09, -1.315100024702193E+09, -7.159931840337229E+07,
2458053.625000000, A.D. 2017-Oct-27 03:00:00.0000,  4.281936429284276E+09, -1.315081203866391E+09, -7.159983606095010E+07,
2458053.666666667, A.D. 2017-Oct-27 04:00:00.0000,  4.281942044430682E+09, -1.315062383005856E+09, -7.160035372572505E+07,
2458053.708333333, A.D. 2017-Oct-27 05:00:00.0000,  4.281947659505404E+09, -1.315043562120564E+09, -7.160087139768648E+07,
2458053.750000000, A.D. 2017-Oct-27 06:00:00.0000,  4.281953274508458E+09, -1.315024741210483E+09, -7.160138907682317E+07,
2458053.791666667, A.D. 2017-Oct-27 07:00:00.0000,  4.281958889439867E+09, -1.315005920275588E+09, -7.160190676312476E+07,
2458053.833333333, A.D. 2017-Oct-27 08:00:00.0000,  4.281964504299649E+09, -1.314987099315850E+09, -7.160242445658040E+07,
2458053.875000000, A.D. 2017-Oct-27 09:00:00.0000,  4.281970119087823E+09, -1.314968278331242E+09, -7.160294215717953E+07,
2458053.916666667, A.D. 2017-Oct-27 10:00:00.0000,  4.281975733804410E+09, -1.314949457321733E+09, -7.160345986491150E+07,
2458053.958333333, A.D. 2017-Oct-27 11:00:00.0000,  4.281981348449429E+09, -1.314930636287298E+09, -7.160397757976550E+07,
2458054.000000000, A.D. 2017-Oct-27 12:00:00.0000,  4.281986963022899E+09, -1.314911815227908E+09, -7.160449530173075E+07,
2458054.041666667, A.D. 2017-Oct-27 13:00:00.0000,  4.281992577524839E+09, -1.314892994143535E+09, -7.160501303079671E+07,
2458054.083333333, A.D. 2017-Oct-27 14:00:00.0000,  4.281998191955272E+09, -1.314874173034151E+09, -7.160553076695263E+07,
2458054.125000000, A.D. 2017-Oct-27 15:00:00.0000,  4.282003806314213E+09, -1.314855351899727E+09, -7.160604851018775E+07,
2458054.166666667, A.D. 2017-Oct-27 16:00:00.0000,  4.282009420601685E+09, -1.314836530740236E+09, -7.160656626049143E+07,
2458054.208333333, A.D. 2017-Oct-27 17:00:00.0000,  4.282015034817706E+09, -1.314817709555650E+09, -7.160708401785278E+07,
2458054.250000000, A.D. 2017-Oct-27 18:00:00.0000,  4.282020648962296E+09, -1.314798888345941E+09, -7.160760178226143E+07,
2458054.291666667, A.D. 2017-Oct-27 19:00:00.0000,  4.282026263035474E+09, -1.314780067111080E+09, -7.160811955370665E+07,
2458054.333333333, A.D. 2017-Oct-27 20:00:00.0000,  4.282031877037260E+09, -1.314761245851040E+09, -7.160863733217728E+07,
2458054.375000000, A.D. 2017-Oct-27 21:00:00.0000,  4.282037490967674E+09, -1.314742424565793E+09, -7.160915511766315E+07,
2458054.416666667, A.D. 2017-Oct-27 22:00:00.0000,  4.282043104826735E+09, -1.314723603255311E+09, -7.160967291015321E+07,
2458054.458333333, A.D. 2017-Oct-27 23:00:00.0000,  4.282048718614462E+09, -1.314704781919564E+09, -7.161019070963722E+07,
2458054.500000000, A.D. 2017-Oct-28 00:00:00.0000,  4.282054332330876E+09, -1.314685960558527E+09, -7.161070851610386E+07,
2458054.541666667, A.D. 2017-Oct-28 01:00:00.0000,  4.282059945975996E+09, -1.314667139172171E+09, -7.161122632954293E+07,
2458054.583333333, A.D. 2017-Oct-28 02:00:00.0000,  4.282065559549842E+09, -1.314648317760467E+09, -7.161174414994347E+07,
2458054.625000000, A.D. 2017-Oct-28 03:00:00.0000,  4.282071173052432E+09, -1.314629496323387E+09, -7.161226197729486E+07,
2458054.666666667, A.D. 2017-Oct-28 04:00:00.0000,  4.282076786483787E+09, -1.314610674860904E+09, -7.161277981158638E+07,
2458054.708333333, A.D. 2017-Oct-28 05:00:00.0000,  4.282082399843926E+09, -1.314591853372990E+09, -7.161329765280718E+07,
2458054.750000000, A.D. 2017-Oct-28 06:00:00.0000,  4.282088013132868E+09, -1.314573031859616E+09, -7.161381550094694E+07,
2458054.791666667, A.D. 2017-Oct-28 07:00:00.0000,  4.282093626350634E+09, -1.314554210320754E+09, -7.161433335599476E+07,
2458054.833333333, A.D. 2017-Oct-28 08:00:00.0000,  4.282099239497243E+09, -1.314535388756377E+09, -7.161485121793973E+07,
2458054.875000000, A.D. 2017-Oct-28 09:00:00.0000,  4.282104852572714E+09, -1.314516567166456E+09, -7.161536908677143E+07,
2458054.916666667, A.D. 2017-Oct-28 10:00:00.0000,  4.282110465577067E+09, -1.314497745550964E+09, -7.161588696247900E+07,
2458054.958333333, A.D. 2017-Oct-28 11:00:00.0000,  4.282116078510323E+09, -1.314478923909872E+09, -7.161640484505194E+07,
2458055.000000000, A.D. 2017-Oct-28 12:00:00.0000,  4.282121691372498E+09, -1.314460102243152E+09, -7.161692273447937E+07,
2458055.041666667, A.D. 2017-Oct-28 13:00:00.0000,  4.282127304163615E+09, -1.314441280550776E+09, -7.161744063075060E+07,
2458055.083333333, A.D. 2017-Oct-28 14:00:00.0000,  4.282132916883692E+09, -1.314422458832717E+09, -7.161795853385490E+07,
2458055.125000000, A.D. 2017-Oct-28 15:00:00.0000,  4.282138529532748E+09, -1.314403637088946E+09, -7.161847644378155E+07,
2458055.166666667, A.D. 2017-Oct-28 16:00:00.0000,  4.282144142110805E+09, -1.314384815319436E+09, -7.161899436052012E+07,
2458055.208333333, A.D. 2017-Oct-28 17:00:00.0000,  4.282149754617879E+09, -1.314365993524158E+09, -7.161951228405982E+07,
2458055.250000000, A.D. 2017-Oct-28 18:00:00.0000,  4.282155367053993E+09, -1.314347171703083E+09, -7.162003021438962E+07,
2458055.291666667, A.D. 2017-Oct-28 19:00:00.0000,  4.282160979419164E+09, -1.314328349856185E+09, -7.162054815149939E+07,
2458055.333333333, A.D. 2017-Oct-28 20:00:00.0000,  4.282166591713414E+09, -1.314309527983435E+09, -7.162106609537768E+07,
2458055.375000000, A.D. 2017-Oct-28 21:00:00.0000,  4.282172203936760E+09, -1.314290706084805E+09, -7.162158404601443E+07,
2458055.416666667, A.D. 2017-Oct-28 22:00:00.0000,  4.282177816089223E+09, -1.314271884160268E+09, -7.162210200339878E+07,
2458055.458333333, A.D. 2017-Oct-28 23:00:00.0000,  4.282183428170824E+09, -1.314253062209794E+09, -7.162261996751982E+07,
2458055.500000000, A.D. 2017-Oct-29 00:00:00.0000,  4.282189040181579E+09, -1.314234240233356E+09, -7.162313793836683E+07,
2458055.541666667, A.D. 2017-Oct-29 01:00:00.0000,  4.282194652121511E+09, -1.314215418230927E+09, -7.162365591592950E+07,
2458055.583333333, A.D. 2017-Oct-29 02:00:00.0000,  4.282200263990637E+09, -1.314196596202477E+09, -7.162417390019703E+07,
2458055.625000000, A.D. 2017-Oct-29 03:00:00.0000,  4.282205875788978E+09, -1.314177774147980E+09, -7.162469189115828E+07,
2458055.666666667, A.D. 2017-Oct-29 04:00:00.0000,  4.282211487516553E+09, -1.314158952067406E+09, -7.162520988880312E+07,
2458055.708333333, A.D. 2017-Oct-29 05:00:00.0000,  4.282217099173382E+09, -1.314140129960728E+09, -7.162572789312047E+07,
2458055.750000000, A.D. 2017-Oct-29 06:00:00.0000,  4.282222710759484E+09, -1.314121307827918E+09, -7.162624590409970E+07,
2458055.791666667, A.D. 2017-Oct-29 07:00:00.0000,  4.282228322274880E+09, -1.314102485668948E+09, -7.162676392173046E+07,
2458055.833333333, A.D. 2017-Oct-29 08:00:00.0000,  4.282233933719587E+09, -1.314083663483790E+09, -7.162728194600135E+07,
2458055.875000000, A.D. 2017-Oct-29 09:00:00.0000,  4.282239545093627E+09, -1.314064841272416E+09, -7.162779997690219E+07,
2458055.916666667, A.D. 2017-Oct-29 10:00:00.0000,  4.282245156397019E+09, -1.314046019034798E+09, -7.162831801442230E+07,
2458055.958333333, A.D. 2017-Oct-29 11:00:00.0000,  4.282250767629782E+09, -1.314027196770907E+09, -7.162883605855060E+07,
2458056.000000000, A.D. 2017-Oct-29 12:00:00.0000,  4.282256378791935E+09, -1.314008374480716E+09, -7.162935410927689E+07,
2458056.041666667, A.D. 2017-Oct-29 13:00:00.0000,  4.282261989883500E+09, -1.313989552164196E+09, -7.162987216659021E+07,
